Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
Advertise product task is in build up,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product project at peril,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
new task Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",new
created Advertise product job,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
chore Advertise product in progress,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Advertise product was good,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Advertise product project on place,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
begin on Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Advertise product is realized,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign in build to task Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product throw on schedule,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product see is on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
design Advertise product risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Advertise product job review,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Advertise product throw is in danger,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Advertise product is danger,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",is
Advertise product task was good,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
project Advertise product review,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
tax Advertise product was complete,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign Advertise product in advance,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
start Advertise product tax,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
attribute danger to project Advertise product,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
starting job Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign out of use to Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Advertise product task accomplished,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Advertise product chore is in review,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign on point to Advertise product project,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign plan Advertise product at risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
there is a trouble with Advertise product task,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign consummated status to Advertise product,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created Advertise product labor,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Advertise product task in advancement,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product project is good,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Advertise product radical project,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
attribute in progress to Advertise product task,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
hot task Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
project Advertise product is endorse on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product cast is at risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created hot project Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign on aim to Advertise product,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
throw Advertise product was complete,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign project Advertise product at risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",assign
assign in recap to Advertise product,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Advertise product is complete,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",complete
assign at adventure to Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
risk Promote product throw,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
attribute blocked to Promote product,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
ascribe Promote product task in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create new project named Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign task Promote product in survey,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Promote product in build,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
part Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign in progress to job Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Promote product is back on course,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Promote product closed,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign Promote product on aim,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created green Promote product project,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
at hazard Promote product project,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign in review to job Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product project was sound,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
there is a trouble with Promote product project,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
designate in progress to Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
chore Promote product was completed,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Promote product chore is blocked,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Promote product task is in advance,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product project good,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
produce task called Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
cast Promote product was complete,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
on mark project Promote product,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate project Promote product on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Promote product in recap,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product project is cover on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
ascribe project Promote product at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign accomplished status to Promote product,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Promote product throw is back on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
tax Promote product is blocked,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
put Promote product at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create baby Promote product project,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
design Promote product is complete,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign at risk to Promote product design,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
starting Promote product labor,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Promote product is at hazard,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
go task Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Promote product tax in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create labor Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Promote product design completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create tax called Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign throw Promote product at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign task Promote product in progression,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
started on job Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
ascribe danger to project Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
see Promote product on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created Promote product design,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
done with Promote product,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Promote product is all,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
put in review to Promote product task,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product design back on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
throw Promote product is on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign danger to Promote product cast,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign in progression to Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
produce new Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Promote product throw complete,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Promote product project danger,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",danger
project Promote product is in danger,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",is
task Promote product is in refresh,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product refresh,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign at chance to Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Promote product in build up,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
attribute in review to Promote product task,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product project is peril,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Promote product project is at hazard,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
in refresh task Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
in survey task Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product throw on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Promote product chore in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
put Promote product in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Promote product project at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",assign
review task Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",review
assign danger to Promote product design,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Promote product project was consummated,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
accomplished task Promote product,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Promote product design is danger,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign Promote product task in advancement,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
attribute in review to Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
on objective Promote product project,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created new throw called Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
adventure Promote product project,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create new plan Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
project Promote product is in peril,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
starting on Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",starting
in build up Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
designate Promote product on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Promote product is in survey,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Promote product task is in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",in review
on point Promote product,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create baby project called Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
produce new task Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Promote product project adventure,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
put task Promote product in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
start Promote product chore,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
risk cast Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create Promote product throw,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
job Promote product is in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create job Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Promote product task is consummated,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
plan Promote product is at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
see Promote product was completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign Promote product in follow-up,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
attribute on target to task Promote product,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product task was completed,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",completed
Promote product is back on lead,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product is support on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product labor was complete,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Promote product project is on docket,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product cast completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
danger Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",danger
create task known as Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
go Promote product to completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
task Promote product is all,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
started on labor Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product is game on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
labor Promote product was complete,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign Promote product task in build,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",risk
started on chore Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Promote product is at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",at risk
project Promote product on agenda,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
at risk Promote product cast,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created novel task called Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign on target to tax Promote product,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product project on docket,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product project completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",completed
Promote product is on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on target
project Promote product was completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",completed
Promote product at hazard,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created green task Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created new Promote product job,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created tax Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Promote product on schedule,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on schedule
assign danger to throw Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
job with Promote product task,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign Promote product in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",assign
get Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
there is a trouble with project Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign at risk to Promote product see,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign Promote product in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",assign
put at risk to Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
designate blocked to Promote product,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign at hazard to project Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Promote product cast was complete,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Promote product chore was complete,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
ascribe danger to Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign chore Promote product in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Promote product on schedule,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on schedule
put Promote product on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product throw on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
at risk design Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
risk see Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
obstructed task Promote product,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
created Promote product see,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
chance Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create see called Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Promote product task is complete,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",complete
at risk plan Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
in progression Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
radical task Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
delegate in progress to Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Promote product task in build up,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Promote product was sound,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
there is a job with Promote product project,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
peril Promote product project,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
created radical task Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign in advance to Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product on course,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
tax Promote product was completed,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign Promote product task in progression,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create hot Promote product task,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
project Promote product is on objective,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
completed chore Promote product,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Promote product design is completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign in advance to task Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign tax Promote product in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
starting tax Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product project is support on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product is on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on track
put project Promote product on target,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign risk to Promote product project,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
danger Promote product throw,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Promote product back on course,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
there is a problem with labor Promote product,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
chance project Promote product,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Promote product in critique,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
tax Promote product in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Promote product is in advance,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
there is a problem with see Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Promote product task is in progression,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
get on Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product task complete,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",complete
in progress Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",in progress
started Promote product job,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product see is on schedule,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
in progress Promote product tax,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product in advance,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product project back on course,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Promote product cast is in danger,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
in review Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",in review
assign at risk to Promote product project,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",assign
labor Promote product is in progress,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Promote product is back on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on track
tax Promote product is completed,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
in survey Promote product task,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
started on Promote product job,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product is in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",in review
protrusive Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
throw Promote product is back on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
starting chore Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Promote product consummated,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign danger to see Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign design Promote product at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Promote product job complete,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
create project called Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",create
trouble with Promote product project,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
chore Promote product blocked,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign closed to Promote product task,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
project Promote product is accomplished,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
completed design Evaluate profit margins,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Evaluate profit margins throw at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins at adventure,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins cast back on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
design Evaluate profit margins is at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign in survey to Evaluate profit margins task,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created throw called Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
start on Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",start
labor Evaluate profit margins is complete,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
danger project Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",danger
plan Evaluate profit margins is completed,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Evaluate profit margins is on point,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
attribute Evaluate profit margins task in progress,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
